commodity,gbp,bucket,partner,partner_gbp,partner_bucket,unit,holds,shared_tokens,origin_years_shared,own_origin_years,own_anchor_years,merged_checked_years,ratio_median,ratio_range,pct_near_1,anchor_conflicts,verdict
Cotton — Skins In Any Way Dressed (Not Leather),167252,REVIEW,"Skins, Furs, And Pelts — Seal",63340335,KEEP,Number,anchor,skins,6,1893-1899,none,3,1.284,1.07-1.39,0.33,0,partial
Cotton — Skins In Any Way Dressed (Not Leather),167252,REVIEW,"Skins, Furs, And Pelts — Goat, Undressed",11334935,KEEP,Number,anchor,skins,3,1893-1899,none,2,1.774,1.76-1.77,0.0,0,rejects
Cotton — Skins In Any Way Dressed (Not Leather),167252,REVIEW,"Skins, Furs, And Pelts — Sheep, Undressed",18434048,KEEP,Number,anchor,skins,3,1893-1899,none,5,0.016,0.0-0.18,0.0,0,rejects
Cotton — Skins In Any Way Dressed (Not Leather),167252,REVIEW,"Skins, Furs, And Pelts — In Any Way Dressed (Not Leather)",209320,REVIEW,Number,anchor,any dressed leather skins way,4,1893-1899,none,5,1.823,0.8-1.97,0.2,0,rejects
Cotton — Skins In Any Way Dressed (Not Leather),167252,REVIEW,"Skins, Furs, And Pelts — Unenumerated : Undressed",434912,KEEP,Number,anchor,skins,4,1893-1899,none,5,1.669,0.22-3.34,0.0,0,rejects
Cotton — Skins In Any Way Dressed (Not Leather),167252,REVIEW,"Skins, And Furs — Skins, Sheep, Undressed",799831,DUPE-FAM,Number,anchor,skins,4,1893-1899,none,1,0.01,0.01-0.01,0.0,0,rejects
Cotton — Skins In Any Way Dressed (Not Leather),167252,REVIEW,"Skins, And Furs — Furs, Rabbit Skins",2466916,REVIEW,Number,anchor,skins,5,1893-1899,none,5,0.408,0.23-1.85,0.2,0,rejects
Cotton — Skins In Any Way Dressed (Not Leather),167252,REVIEW,"Skins : Goat, Undressed",13815760,KEEP,Number,anchor,skins,6,1893-1899,none,6,1.767,1.66-1.78,0.0,0,rejects
Cotton — Skins In Any Way Dressed (Not Leather),167252,REVIEW,"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,Number,anchor,skins,4,1893-1899,none,1,0.305,0.31-0.31,0.0,0,rejects
Cotton — Skins In Any Way Dressed (Not Leather),167252,REVIEW,Skins And Furs — Unenumerated,1149207,KEEP,Number,anchor,skins,0,1893-1899,none,6,0.024,0.0-0.03,0.0,0,rejects
Cotton — Skins In Any Way Dressed (Not Leather),167252,REVIEW,"All Other Sorts, Undressed And Dressed }(Not Leather)",0,EMPTY,Number,anchor,dressed leather,0,1893-1899,none,3,0.482,0.23-0.64,0.0,0,rejects
Cotton — Skins In Any Way Dressed (Not Leather),167252,REVIEW,"Furs, Of All Sorts (Other Than Seal Skins)",0,EMPTY,Number,anchor,skins,0,1893-1899,none,3,0.005,0.0-0.01,0.0,0,rejects
Cotton — Skins In Any Way Dressed (Not Leather),167252,REVIEW,Seal Skins,550594,EMPTY,Number,anchor,skins,0,1893-1899,none,6,0.273,0.03-0.43,0.0,0,rejects
Cotton — Skins In Any Way Dressed (Not Leather),167252,REVIEW,"Skins — Sheep And Lamb, Undressed",7696671,KEEP,Number,anchor,skins,0,1893-1899,none,4,0.014,0.01-0.02,0.0,0,rejects
Spices — Molasses,167097,KEEP,Spices — Ginger,2293290,KEEP,Cwt,anchor,spices,1,1885-1885,none,1,6.211,6.21-6.21,0.0,0,rejects
"Skins, Furs, And Pelts — In Any Way Dressed; Not Leather : Undressed",162223,NAME-ART?,"Skins, Furs, And Pelts — Seal",63340335,KEEP,Number,anchor,furs pelts skins,4,1882-1886,none,4,1.73,1.25-2.02,0.0,0,rejects
"Skins, Furs, And Pelts — In Any Way Dressed; Not Leather : Undressed",162223,NAME-ART?,"Skins And Furs — Goat, Undressed",839302,REVIEW,Number,anchor,furs skins undressed,0,1882-1886,none,4,0.075,0.04-0.14,0.0,0,rejects
"Skins, Furs, And Pelts — In Any Way Dressed; Not Leather : Undressed",162223,NAME-ART?,"Skins — Sheep And Lamb, Undressed",7696671,KEEP,Number,anchor,skins undressed,0,1882-1886,none,4,0.05,0.02-0.09,0.0,0,rejects
"Paper — Pasteboard, Millboard, &C. (Including Playing Cards)",162084,KEEP,"Rags, And Other Materials For Making Paper : Linen And Cotton Rags Tons Esparto, And Other Materials",0,EMPTY,?,anchor,paper,0,1874-1887,none,1,0.0,0.0-0.0,0.0,0,rejects
Boxes (Except Whalefins): Applicable To Manufacturing Purposes,157955,DUPE-FAM,"Rags, Woollen, Applicable To Other Uses Than Manure, Torn Up Or Not",10544268,KEEP,Ton,anchor,applicable,1,1890-1890,none,1,1.277,1.28-1.28,0.0,0,partial
Boxes (Except Whalefins): Applicable To Manufacturing Purposes,157955,DUPE-FAM,Bones Of All Kinds (Except Whalefins),430442,EMPTY,Ton,anchor,except whalefins,0,1890-1890,none,1,0.121,0.12-0.12,0.0,0,rejects
Boxes (Except Whalefins): Applicable To Manufacturing Purposes,157955,DUPE-FAM,"Rugs, Woollen, Applicable To Other Uses Than Manure",0,EMPTY,Ton,anchor,applicable,0,1890-1890,none,1,0.304,0.3-0.3,0.0,0,rejects
Beads Of All Sorts — Bones (Except Whalefins): Applicable To Manufacturing Purposes,157856,KEEP,"Rags, Woollen, Applicable To Other Uses Than Manure, Torn Up Or Not",10544268,KEEP,Ton,anchor,applicable,0,1888-1889,none,2,0.311,0.26-0.31,0.0,0,rejects
Beads Of All Sorts — Bones (Except Whalefins): Applicable To Manufacturing Purposes,157856,KEEP,Bones Of All Kinds (Except Whalefins),430442,EMPTY,Ton,anchor,bones except whalefins,0,1888-1889,none,2,0.135,0.11-0.14,0.0,0,rejects
Beads Of All Sorts — Bones (Except Whalefins): Applicable To Manufacturing Purposes,157856,KEEP,"Rugs, Woollen, Applicable To Other Uses Than Manure",0,EMPTY,Ton,anchor,applicable,0,1888-1889,none,1,0.311,0.31-0.31,0.0,0,rejects
"Glass — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",157669,DUPE-FAM,"Rags, Woollen, Applicable To Other Uses Than Manure, Torn Up Or Not",10544268,KEEP,Ton,anchor,applicable uses,2,1894-1898,none,5,0.126,0.08-1.09,0.4,0,rejects
"Glass — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",157669,DUPE-FAM,"Flax, Dressed Or Undressed",57400776,KEEP,Ton,anchor,flax,5,1894-1898,none,5,1.031,0.25-1.86,0.4,0,partial
"Glass — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",157669,DUPE-FAM,Hemp — Dressed Or Undressed,40182126,KEEP,Ton,anchor,hemp,4,1894-1898,none,5,1.06,0.03-1.11,0.4,0,partial
"Glass — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",157669,DUPE-FAM,"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",1355538,REVIEW,Ton,anchor,applicable flax hemp same uses vegetable,3,1894-1898,none,4,1.121,0.45-1.28,0.0,0,partial
"Glass — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",157669,DUPE-FAM,"Flax, Dressed And Undressed, And Tow",307865,DUPE-FAM,Ton,anchor,flax,1,1894-1898,none,3,0.038,0.03-0.22,0.0,0,rejects
"Glass — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",157669,DUPE-FAM,"Hemp, Dressed And Undressed, And Tow",2210760,EMPTY,Ton,anchor,hemp,0,1894-1898,none,3,0.032,0.02-0.04,0.0,0,rejects
"Glass — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",157669,DUPE-FAM,"Bones, Applicable To Manufacturing Purposes",68566,EMPTY,Ton,anchor,applicable,0,1894-1898,none,5,0.343,0.26-0.58,0.0,0,rejects
"Glass — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",157669,DUPE-FAM,Unenumerated Vegetable Substances Applic-Able To The Same Uses As Hemp Or Flax - },0,EMPTY,Ton,anchor,flax hemp same uses vegetable,0,1894-1898,none,4,0.393,0.28-0.45,0.0,0,rejects
Preserved Without Sugar,157053,KEEP,"Preserved Without Sugar, Other Than Dried",3779434,REVIEW,Lb,origins,preserved sugar without,0,1882-1882,1892-1897,5,0.811,0.73-1.52,0.0,0,partial
"Meat, Unenumerated — Preserved : Mutton",154818,DUPE-FAM,"Meat, Unenumerated — Salted Or Fresh",7761677,KEEP,Cwt,anchor,meat,1,1893-1893,none,1,2.071,2.07-2.07,0.0,0,rejects
"Meat, Unenumerated — Preserved : Mutton",154818,DUPE-FAM,"Mutton, Fresh",82122080,KEEP,Cwt,anchor,mutton,1,1893-1893,none,1,1.689,1.69-1.69,0.0,0,rejects
"Meat, Unenumerated — Preserved : Mutton",154818,DUPE-FAM,"Preserved, Otherwise Than By Salting",23130049,KEEP,Cwt,anchor,preserved,0,1893-1893,none,1,0.275,0.28-0.28,0.0,0,rejects
"Meat, Unenumerated — Preserved : Mutton",154818,DUPE-FAM,Fruits And Vegetables Preserved In Sugar,2087185,REVIEW,Cwt,anchor,preserved,1,1893-1893,none,1,1.65,1.65-1.65,0.0,0,rejects
"Meat, Unenumerated — Preserved : Mutton",154818,DUPE-FAM,Dried Or Preserved,12749,EMPTY,Cwt,anchor,preserved,0,1893-1893,none,1,6.01,6.01-6.01,0.0,0,rejects
Wood And Timber — Furniture And Hardwoods : Unenumerated,153575,DUPE-FAM,Furniture And Hardwoods — Mahogany,1099136,REVIEW,Ton,anchor,furniture hardwoods,1,1886-1886,none,1,1.334,1.33-1.33,0.0,0,rejects
Wood And Timber — Furniture And Hardwoods : Unenumerated,153575,DUPE-FAM,Furniture And Hardwoods — Unenumerated,720592,KEEP,Ton,anchor,furniture hardwoods,0,1886-1886,none,1,0.321,0.32-0.32,0.0,0,rejects
Wood And Timber — Furniture And Hardwoods : Unenumerated,153575,DUPE-FAM,Furniture Woods And Hardwoods — Unenumerated,450066,EMPTY,Ton,anchor,furniture hardwoods,0,1886-1886,none,1,0.321,0.32-0.32,0.0,0,rejects
Dye Woods,147269,FOLD?,Dye Woods: Logwood — Unenumerated,244196,DUPE-FAM,?,anchor,dye woods,0,1894-1895,none,1,0.0,0.0-0.0,0.0,0,rejects
Olje-Margarine,143621,KEEP,Butterine (Margarine),3880327,KEEP,Cwt,anchor,margarine,0,1892-1892,none,1,0.049,0.05-0.05,0.0,0,rejects
Fish (Including Turtle) — Other Sorts Of Shell Fishst,143542,KEEP,"Glass — Window And German Sheet, Including Shades And Cylinders",10413119,KEEP,?,anchor,including,0,1896-1898,none,2,0.132,0.11-0.13,0.0,0,rejects
Fish (Including Turtle) — Other Sorts Of Shell Fishst,143542,KEEP,Ore Of (Including Chrome),24642205,DUPE-FAM,?,anchor,including,2,1896-1898,none,2,0.042,0.04-0.04,0.0,0,rejects
Fish (Including Turtle) — Other Sorts Of Shell Fishst,143542,KEEP,"Fruit, Dried Or Preserved, Liable To Duty — Dried Or Preserved (Including Dried Apricots) „",59861,EMPTY,?,anchor,including,0,1896-1898,none,3,2.243,2.21-5.98,0.0,0,rejects
Fish (Including Turtle) — Other Sorts Of Shell Fishst,143542,KEEP,"Woollen Yarn, For Fancy Purposes, Including Berlin } Lbs",0,EMPTY,?,anchor,including,0,1896-1898,none,3,0.117,0.1-0.12,0.0,0,rejects
"Cards, Playing — Chucory, Raw Or Kiln-Dried",143286,REVIEW,"Chicory, Raw Or Kiln-Dried",1122333,REVIEW,Cwt,anchor,dried kiln,1,1872-1874,none,2,2.0,1.0-2.0,0.5,0,rejects
"Cards, Playing — Chucory, Raw Or Kiln-Dried",143286,REVIEW,"Yeast, Dried",8155790,KEEP,Cwt,anchor,dried,2,1872-1874,none,2,1.724,1.69-1.72,0.0,0,rejects
"Straw — Succades, Including All Fruits Andvegetables Preserved In Sugar",143263,DUPE-FAM,Preserved Otherwise Than By Salting — Mutton,1898491,KEEP,?,anchor,preserved,0,1895-1895,none,1,0.273,0.27-0.27,0.0,0,rejects
"Straw — Succades, Including All Fruits Andvegetables Preserved In Sugar",143263,DUPE-FAM,Ore Of (Including Chrome),24642205,DUPE-FAM,?,anchor,including,1,1895-1895,none,1,0.018,0.02-0.02,0.0,0,rejects
"Straw — Succades, Including All Fruits Andvegetables Preserved In Sugar",143263,DUPE-FAM,Preserved Otherwise Than By Salting — Other Sorts,540908,EMPTY,?,anchor,preserved,0,1895-1895,none,1,0.296,0.3-0.3,0.0,0,rejects
"Straw — Succades, Including All Fruits Andvegetables Preserved In Sugar",143263,DUPE-FAM,"Woollen Yarn, For Fancy Purposes, Including Berlin } Lbs",0,EMPTY,?,anchor,including,0,1895-1895,none,1,0.045,0.04-0.04,0.0,0,rejects
"Books — Brass, Bronze, And Metal Bronzed Or Lacquered, Manufactures Of, Unenumerated",139578,KEEP,Books,1715939,KEEP,Cwt,anchor,books,2,1880-1881,none,2,1.591,1.51-1.59,0.0,0,rejects
Cotton Manufactures — Hosiery Of Other Sorts,134914,KEEP,"Rags, And Other Materials For Making Paper : Linen And Cotton Rags Tons Esparto, And Other Materials",0,EMPTY,?,anchor,cotton,0,1873-1885,none,3,0.0,0.0-0.0,0.0,0,rejects
"Metal — Gold (Other Than Iron Or Copper), Fit Only For Re-Manufacture",133097,REVIEW,"Pyrites Of Iron, Copper, Or Sulphur",1295272,KEEP,Ton,anchor,copper iron,0,1874-1874,none,1,0.005,0.0-0.0,0.0,0,rejects
"Metal — Gold (Other Than Iron Or Copper), Fit Only For Re-Manufacture",133097,REVIEW,"Unwrought, Part Wrought, And Old Copper",3213943,EMPTY,Ton,anchor,copper,0,1874-1874,none,1,0.058,0.06-0.06,0.0,0,rejects
"Metal — Gold (Other Than Iron Or Copper), Fit Only For Re-Manufacture",133097,REVIEW,"Copper, Ore And Regulus",1798973,EMPTY,Ton,anchor,copper,0,1874-1874,none,1,0.03,0.03-0.03,0.0,0,rejects
"Metal — Gold (Other Than Iron Or Copper), Fit Only For Re-Manufacture",133097,REVIEW,"Iron And Steel, Wrought Or Manufactured - Cuts",0,EMPTY,Ton,anchor,iron,0,1874-1874,none,1,0.002,0.0-0.0,0.0,0,rejects
"Bell — Scld (Other Than Iron Or Copper), Fit Only For Re-Manufacture",130097,DUPE-FAM,"Pyrites Of Iron, Copper, Or Sulphur",1295272,KEEP,Ton,anchor,copper iron,0,1874-1874,none,1,0.005,0.0-0.0,0.0,0,rejects
"Bell — Scld (Other Than Iron Or Copper), Fit Only For Re-Manufacture",130097,DUPE-FAM,"Unwrought, Part Wrought, And Old Copper",3213943,EMPTY,Ton,anchor,copper,0,1874-1874,none,1,0.058,0.06-0.06,0.0,0,rejects
"Bell — Scld (Other Than Iron Or Copper), Fit Only For Re-Manufacture",130097,DUPE-FAM,"Copper, Ore And Regulus",1798973,EMPTY,Ton,anchor,copper,0,1874-1874,none,1,0.03,0.03-0.03,0.0,0,rejects
"Bell — Scld (Other Than Iron Or Copper), Fit Only For Re-Manufacture",130097,DUPE-FAM,"Iron And Steel, Wrought Or Manufactured - Cuts",0,EMPTY,Ton,anchor,iron,0,1874-1874,none,1,0.002,0.0-0.0,0.0,0,rejects
Paraffine — Perfumed Spirits,130092,DUPE-FAM,"Chemical, Essential, And Perfumed",645795,KEEP,Lb,anchor,perfumed,0,1892-1892,none,1,1.629,1.63-1.63,0.0,0,rejects
Tobacco — Other Sorts (Including Cigarettes),129635,REVIEW,Tobacco — Raw,1743287,EMPTY,Lb,anchor,tobacco,0,1872-1881,none,5,0.001,0.0-0.0,0.0,0,rejects
Coffee — Manufactured : Other Sorts (Including Cigarettes),125223,REVIEW,"Manufactured, Cigars And Snuff",0,EMPTY,Lb,anchor,manufactured,0,1876-1881,none,4,0.055,0.02-0.06,0.0,0,rejects
"Leather, Undressed — Amelled",122784,DUPE-FAM,"Hemp, Dressed And Undressed, And Tow",2210760,EMPTY,Lb,anchor,undressed,0,1887-1887,none,1,0.314,0.31-0.31,0.0,0,rejects
"Leather, Undressed — Amelled",122784,DUPE-FAM,Leather,3914666,EMPTY,Lb,anchor,leather,0,1887-1887,none,1,0.005,0.01-0.01,0.0,0,rejects
Stationery Other Than Paper — Sugars (Including All Fruits And Vegetables Preserved In Sugar),120524,DUPE-FAM,"Preserved, Otherwise Than By Salting",23130049,KEEP,Cwt,anchor,preserved than,1,1880-1880,none,1,0.072,0.07-0.07,0.0,0,rejects
Stationery Other Than Paper — Sugars (Including All Fruits And Vegetables Preserved In Sugar),120524,DUPE-FAM,Paper — Hangings,18361595,REVIEW,Cwt,anchor,paper,1,1880-1880,none,1,3.131,3.13-3.13,0.0,0,rejects
Stationery Other Than Paper — Sugars (Including All Fruits And Vegetables Preserved In Sugar),120524,DUPE-FAM,Sugar — Molasses,5182584,KEEP,Cwt,anchor,sugar,1,1880-1880,none,1,1.15,1.15-1.15,0.0,0,partial
Stationery Other Than Paper — Sugars (Including All Fruits And Vegetables Preserved In Sugar),120524,DUPE-FAM,Sugar — Glucose,4223573,KEEP,Cwt,anchor,sugar,0,1880-1880,none,1,0.078,0.08-0.08,0.0,0,rejects
Stationery Other Than Paper — Sugars (Including All Fruits And Vegetables Preserved In Sugar),120524,DUPE-FAM,Paper And Pasteboard — Of All Kinds (Except Hangings),1202905,EMPTY,Cwt,anchor,paper,0,1880-1880,none,1,0.031,0.03-0.03,0.0,0,rejects
"Skins, Furs, And Pelts — Unenumerated, Not Being Furs, Undressed",114281,KEEP,"Skins, Furs, And Pelts — Seal",63340335,KEEP,Number,anchor,furs pelts skins,3,1877-1879,none,3,1.499,1.3-1.63,0.0,0,rejects
"Skins, Furs, And Pelts — Unenumerated, Not Being Furs, Undressed",114281,KEEP,"Skins And Furs — Goat, Undressed",839302,REVIEW,Number,anchor,furs skins undressed,0,1877-1879,none,2,0.293,0.18-0.29,0.0,0,rejects
"Skins, Furs, And Pelts — Unenumerated, Not Being Furs, Undressed",114281,KEEP,Skins And Furs — Skins : Sheep And Lamb,460216,EMPTY,Number,anchor,furs skins,0,1877-1879,none,3,0.037,0.02-0.05,0.0,0,rejects
"Skins, Furs, And Pelts — Unenumerated: Other Sorts, Tanned, Tawed, Or Dressed",111776,KEEP,"Skins, Furs, And Pelts — Seal",63340335,KEEP,Number,anchor,furs pelts skins,2,1880-1881,none,2,1.56,1.19-1.56,0.0,0,rejects
"Skins, Furs, And Pelts — Unenumerated: Other Sorts, Tanned, Tawed, Or Dressed",111776,KEEP,"Skins And Furs — Goat, Undressed",839302,REVIEW,Number,anchor,furs skins,0,1880-1881,none,2,0.144,0.06-0.14,0.0,0,rejects
"Skins, Furs, And Pelts — Unenumerated: Other Sorts, Tanned, Tawed, Or Dressed",111776,KEEP,Skins And Furs — Skins : Sheep And Lamb,460216,EMPTY,Number,anchor,furs skins,0,1880-1881,none,2,0.03,0.01-0.03,0.0,0,rejects
"Skins, Furs, And Pelts — Unenumerated: Other Sorts, Tanned, Tawed, Or Dressed",111776,KEEP,"Skins — Sheep And Lamb, Undressed",7696671,KEEP,Number,anchor,skins,0,1880-1881,none,2,0.054,0.02-0.05,0.0,0,rejects
"Eggs — For Beds, In Beds Or Otherwise",105945,KEEP,"Eggs — Shell Fish, Oysters For Food",226650,DUPE-FAM,Cwt,anchor,eggs,0,1899-1899,none,1,0.189,0.19-0.19,0.0,0,rejects
"Metal — Unenumerated: Unwrought : Old, Fit Only To Be Re-Manufactured",105456,DUPE-FAM,"Unwrought, Part Wrought, And Old Copper",3213943,EMPTY,Ton,anchor,old unwrought,0,1887-1888,none,2,0.052,0.05-0.05,0.0,0,rejects
"Metal — Unenumerated: Unwrought : Old, Fit Only To Be Re-Manufactured",105456,DUPE-FAM,Metal Not Otherwise Enumerated — Wrought,339970,EMPTY,Ton,anchor,metal,0,1887-1888,none,2,1.38,0.82-1.38,0.0,0,rejects
"Metal — Unenumerated: Unwrought : Old, Fit Only To Be Re-Manufactured",105456,DUPE-FAM,"Unwrought, Part Wrought, And Old",0,EMPTY,Ton,anchor,old unwrought,0,1887-1888,none,2,0.022,0.01-0.02,0.0,0,rejects
Hats Or Bonnets — Tow Or Codilla Of Hemp,99366,KEEP,"Flax, Dressed And Undressed, And Tow",307865,DUPE-FAM,Cwt,anchor,tow,0,1882-1882,none,1,0.051,0.05-0.05,0.0,0,rejects
Hats Or Bonnets — Tow Or Codilla Of Hemp,99366,KEEP,"Hemp, Dressed And Undressed, And Tow",2210760,EMPTY,Cwt,anchor,hemp tow,0,1882-1882,none,1,0.074,0.07-0.07,0.0,0,rejects
"Metal — Old, Fit Only For Re-Manufacture",99006,KEEP,"Unwrought, Part Wrought, And Old Copper",3213943,EMPTY,Ton,anchor,old,0,1882-1882,none,1,0.068,0.07-0.07,0.0,0,rejects
"Beef — Unenumerated, Wrought Or Manufactured : Old, Fit Only To Be Re- Manufactured",94014,DUPE-FAM,Part Wrought,2510661,KEEP,Ton,anchor,wrought,2,1893-1894,none,2,2.818,2.34-2.82,0.0,0,rejects
"Beef — Unenumerated, Wrought Or Manufactured : Old, Fit Only To Be Re- Manufactured",94014,DUPE-FAM,"Unwrought, Part Wrought, And Old Copper",3213943,EMPTY,Ton,anchor,old wrought,0,1893-1894,none,2,0.048,0.03-0.05,0.0,0,rejects
"Beef — Unenumerated, Wrought Or Manufactured : Old, Fit Only To Be Re- Manufactured",94014,DUPE-FAM,"Old, Fit Only To Be Re-Manufactured",1232617,REVIEW,Ton,anchor,fit manufactured old only,2,1893-1894,none,2,1.886,1.57-1.89,0.0,0,rejects
"Beef — Unenumerated, Wrought Or Manufactured : Old, Fit Only To Be Re- Manufactured",94014,DUPE-FAM,Wrought Or Manufactured,301953,EMPTY,Ton,anchor,manufactured wrought,0,1893-1894,none,2,1.21,0.61-1.21,0.0,0,partial
"Beef — Unenumerated, Wrought Or Manufactured : Old, Fit Only To Be Re- Manufactured",94014,DUPE-FAM,"Old Broken, And Old Broken Steel",34554,EMPTY,Ton,anchor,old,0,1893-1894,none,2,0.17,0.1-0.17,0.0,0,rejects
"Beef — Unenumerated, Wrought Or Manufactured : Old, Fit Only To Be Re- Manufactured",94014,DUPE-FAM,"Unwrought, Part Wrought, And Old",0,EMPTY,Ton,anchor,old wrought,0,1893-1894,none,1,0.033,0.03-0.03,0.0,0,rejects
"Beef — Unenumerated, Wrought Or Manufactured : Old, Fit Only To Be Re- Manufactured",94014,DUPE-FAM,"Stones, Rough, Hewn, Or Manufactured (Other Thanworks Of Art)",0,EMPTY,Ton,anchor,manufactured,0,1893-1894,none,2,0.005,0.0-0.0,0.0,0,rejects
"Cheese — Imitation Cheese (Including Lard Cheese, And All Kinds Of Artificial Or Imitation Cheese)",88249,KEEP,Cheese,137512663,KEEP,Cwt,anchor,cheese,9,1890-1899,none,9,1.278,0.98-1.31,0.44,0,partial
"Cheese — Imitation Cheese (Including Lard Cheese, And All Kinds Of Artificial Or Imitation Cheese)",88249,KEEP,Lard,69603082,KEEP,Cwt,anchor,lard,9,1890-1899,none,9,1.621,1.0-1.99,0.44,0,rejects
"Cheese — Imitation Cheese (Including Lard Cheese, And All Kinds Of Artificial Or Imitation Cheese)",88249,KEEP,Imitation Lard,170090,EMPTY,Cwt,anchor,imitation lard,0,1890-1899,none,7,0.022,0.0-0.57,0.0,0,rejects
"Cheese — Imitation Cheese (Including Lard Cheese, And All Kinds Of Artificial Or Imitation Cheese)",88249,KEEP,Margarine (Including All Kinds Of Imitation Butter),2557170,EMPTY,Cwt,anchor,imitation including,0,1890-1899,none,7,0.001,0.0-0.02,0.0,0,rejects
"Cheese — Imitation Cheese (Including Lard Cheese, And All Kinds Of Artificial Or Imitation Cheese)",88249,KEEP,"Books, Printed, Bound And Unbound, Including Maps And Charts",283748,EMPTY,Cwt,anchor,including,0,1890-1899,none,5,0.132,0.01-0.49,0.0,0,rejects
"Cheese — Imitation Cheese (Including Lard Cheese, And All Kinds Of Artificial Or Imitation Cheese)",88249,KEEP,Wax (Including Ozokerit And Earth Wax),194630,EMPTY,Cwt,anchor,including,0,1890-1899,none,4,0.209,0.02-0.54,0.0,0,rejects
"Cheese — Imitation Cheese (Including Lard Cheese, And All Kinds Of Artificial Or Imitation Cheese)",88249,KEEP,Whalebone (Including Finners),130013,EMPTY,Cwt,anchor,including,0,1890-1899,none,4,4.107,0.19-6.27,0.0,0,rejects
"Cheese — Imitation Cheese (Including Lard Cheese, And All Kinds Of Artificial Or Imitation Cheese)",88249,KEEP,Imitation Cheese,148,EMPTY,Cwt,anchor,cheese imitation,0,1890-1899,none,7,2.0,1.0-2.04,0.29,0,rejects
"Cheese — Imitation Cheese (Including Lard Cheese, And All Kinds Of Artificial Or Imitation Cheese)",88249,KEEP,Paper Of All Kinds (Including Straw-Boards And Wood Pulp Boards),0,EMPTY,Cwt,anchor,including,0,1890-1899,none,4,0.0,0.0-0.0,0.0,0,rejects
Metal — Of Other Sorts,80587,DUPE-FAM,"Metal — Unenumerated, Unwrought",3079965,KEEP,Ton,anchor,metal,4,1894-1898,none,3,2.623,1.82-3.0,0.0,0,rejects
Metal — Of Other Sorts,80587,DUPE-FAM,Metal Not Otherwise Enumerated — Wrought,339970,EMPTY,Ton,anchor,metal,0,1894-1898,none,1,0.628,0.63-0.63,0.0,0,rejects
"Metal — Wrought Or Manufactured : Old, Fit Only To Be Re-Manufactured",80327,KEEP,"Unwrought, Part Wrought, And Old Copper",3213943,EMPTY,Ton,anchor,old wrought,0,1884-1885,none,2,0.045,0.04-0.05,0.0,0,rejects
"Metal — Wrought Or Manufactured : Old, Fit Only To Be Re-Manufactured",80327,KEEP,Metal Not Otherwise Enumerated — Wrought,339970,EMPTY,Ton,anchor,metal wrought,0,1884-1885,none,2,1.326,0.86-1.33,0.0,0,rejects
"Corn And Grain — Cotton Yarn, And Waste Of",76826,KEEP,Yarn,20468994,KEEP,Lb,anchor,yarn,0,1872-1872,none,1,0.604,0.6-0.6,0.0,0,rejects
"Corn And Grain — Cotton Yarn, And Waste Of",76826,KEEP,Linen Yarn,15966406,KEEP,Lb,anchor,yarn,0,1872-1872,none,1,0.427,0.43-0.43,0.0,0,rejects
"Corn And Grain — Cotton Yarn, And Waste Of",76826,KEEP,Woollen Yarn,162387,KEEP,Lb,anchor,yarn,0,1872-1872,none,1,0.13,0.13-0.13,0.0,0,rejects
Ivory — West Coast Of Africa,75937,KEEP,Ivory — Vegetable,21172464,KEEP,?,anchor,ivory,0,1893-1896,none,1,0.024,0.02-0.02,0.0,0,rejects
Ivory — West Coast Of Africa,75937,KEEP,"Ivory :Teeth, Elephants', Sea-Cow, Sea-Horse, Or Sea-Morse ,,Vegetable",50000000,EMPTY,?,anchor,ivory,0,1893-1896,none,2,0.0,0.0-0.0,0.0,0,rejects
Ivory — West Coast Of Africa,75937,KEEP,"Ivory : Teeth, Elephants', Sea-Cows', Or Walrus' ” Vegetable",0,EMPTY,?,anchor,ivory,0,1893-1896,none,1,0.0,0.0-0.0,0.0,0,rejects
"Bones (Except Whalebone) Whether Burnt Or Not, Or As Animal Charcoal — Applicable To Manufacturing Purposes",72019,KEEP,Manures — Bones For Manure (Whether Burnt Or Not),1355296,DUPE-FAM,?,anchor,bones burnt whether,0,1893-1899,none,7,0.034,0.02-0.05,0.0,0,rejects
"Bones (Except Whalebone) Whether Burnt Or Not, Or As Animal Charcoal — Applicable To Manufacturing Purposes",72019,KEEP,"Woollen Yarn, For Fancy Purposes, Including Berlin } Lbs",0,EMPTY,?,anchor,purposes,0,1893-1899,none,5,0.002,0.0-0.0,0.0,0,rejects
Fruit — Perfumed Spirits (Including Water Cologne),69946,KEEP,"Sweetened And Perfumed, Of All Kinds",307358,EMPTY,Gallon,anchor,perfumed,0,1876-1876,none,1,0.323,0.32-0.32,0.0,0,rejects
