shipped_as_read,total_may_be_the_error,score,column,engine,volume,year,group,article,country,unit,reads,should_be,q_read,v_read,q_fixed,v_fixed,delta,digit,n_members,printed_total,other_engine_agrees,price_improves,price_before,price_after,block_rate,candidates_in_block,unique,strong
False,True,5,v,chandra,as_1879,1879,OIL,"Chemical, Essential, or Perfumed",Turkey,Lbs,9542,9842,1366,9542,1366,9842,300,5->8,8,194540,True,False,6.99,7.2,0.41,6,False,False
False,True,5,q,chandra,as_1880,1880,WOOD and TIMBER,"Hewn, Fir : Oak",British North America,Loads,44588,44888,44588,277915,44888,277915,300,5->8,7,98499,True,False,6.23,6.19,7.35,5,False,False
False,True,5,q,chandra,as_1881,1881,FISH,Cured or Salted,Norway,Cwts,212568,212868,212568,177720,212868,177720,300,5->8,9,994466,True,False,0.84,0.83,2.09,7,False,False
False,True,5,q,chandra,as_1882,1882,PYRITES of IRON or COPPER,,Spain,Tons,497507,497807,497507,1114505,497807,1114505,300,5->8,3,627700,True,False,2.24,2.24,2.24,2,False,False
False,True,5,v,chandra,as_1882,1882,SILK,"Thrown, dyed or not",France,Lbs,337991,337691,279462,337991,279462,337691,-300,9->6,3,351253,True,True,1.21,1.21,1.02,3,False,False
False,True,5,q,chandra,as_1883,1883,"SKINS, FURS, and PELTS",Furs,Other Countries,Number,15599,15899,15599,841,15899,841,300,5->8,17,28137880,True,False,0.05,0.05,0.07,15,False,False
False,False,5,v,chandra,as_1884,1884,BRIMSTONE,,Belgium,Cwts,2167,2467,5942,2167,5942,2467,300,1->4,4,193094,True,False,0.36,0.42,0.36,2,False,False
False,True,5,v,chandra,as_1884,1884,LINEN,MANUFACTURES,France,,53566,53866,0,53566,0,53866,300,5->8,7,319772,True,False,0,0,0,4,False,False
False,True,5,v,chandra,as_1884,1884,GIL,"Sperm, or Head Matter",Portugal,Tuns,3560,3860,59,3560,59,3860,300,5->8,7,82602,True,False,60.34,65.42,60.34,6,False,False
False,True,5,v,chandra,as_1892,1892,OIL,Chemical. Essential. or Perfumed,Turkey,Lbs,9571,9871,1141,9571,1141,9871,300,5->8,9,207647,True,False,8.39,8.65,0.35,7,False,False
False,True,5,q,chandra,as_1893,1893,"HIDES, Raw, and Pieces thereof",Wet,Australasia : Queensland,Cwts,17106,17406,17106,23789,17406,23789,300,1->4,14,103359,True,False,1.39,1.37,1.61,8,False,False
False,True,5,v,chandra,as_1894,1894,ARMS AND AMMUNITION,"Swords, Cutlasses, Bayonets",Italy,Cwts,2552,2852,795,2552,795,2852,300,5->8,5,8484,True,False,3.21,3.59,3.21,5,False,False
False,False,5,v,chandra,as_1896,1896,WAX,,Italy,Cwts,6511,6811,1118,6511,1118,6811,300,5->8,10,162023,True,False,5.82,6.09,5.78,8,False,False
False,True,5,q,chandra,as_1896,1896,WOOD and TIMBER,"Hewn, Oak",Norway,Loads,553,853,553,2626,853,2626,300,5->8,6,118613,True,False,4.75,3.08,5.9,4,False,False
False,True,5,v,chandra,as_1897,1893,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",British East Indies : Bombay,,19532,19832,0,19532,0,19832,300,5->8,6,185475,True,False,0,0,0,5,False,False
False,True,5,v,chandra,as_1897,1895,LEAD,Phosphate of Lime and Rock,Norway,,1500,1800,400,1500,400,1800,300,5->8,12,628539,True,False,3.75,4.5,1.99,8,False,False
False,False,5,v,chandra,as_1897,1895,SALTPETRE (Nitrate of Potash),Rape,Germany,Quarters,17502,17802,11491,17502,11491,17802,300,5->8,9,240025,True,False,1.52,1.55,1.44,7,False,False
False,False,5,q,chandra,as_1897,1893,SLATES,"Refined, or rendered by any process equal thereto : In Lumps and Loaves",Holland,,821574,821874,821574,786954,821874,786954,300,5->8,6,2305171,True,False,0.96,0.96,0.99,5,False,False
False,False,5,q,chandra,as_1899,1897,"ANIMALS, LIVING","Swords, Cutlasses, Matchets, Bayonets",Belgium,Cwts,532,832,532,1113,832,1113,300,5->8,5,2029,True,False,2.09,1.34,2.65,4,False,False
False,True,5,v,chandra,as_1899,1897,FRUIT,Figs and Fig Cake,Other Foreign Countries,Cwts,1508,1808,1641,1508,1641,1808,300,5->8,8,212440,True,False,0.92,1.1,0.91,5,False,False
False,True,5,v,infinity,as_1872,1872,MANURES,Unenumerated,"Portugal, Azores, and Madeira",Tons,61198,61498,15656,61198,15656,61498,300,1->4,9,420739,True,False,3.91,3.93,3.79,6,False,False
False,True,5,v,infinity,as_1872,1872,OIL,Unenumerated,British North America,,6198,6498,0,6198,0,6498,300,1->4,10,226300,True,False,0,0,0,10,False,False
False,True,5,v,infinity,as_1873,1873,BARK,"For Tanners' or Dyers' Use, Unenumerated",United States of America,Cwts,16577,16877,37500,16577,37500,16877,300,5->8,7,176997,True,False,0.44,0.45,0.42,7,False,False
False,True,5,v,infinity,as_1873,1873,"Hides, not Tanned, Tawed, Curried, or in any way Dressed",Dry,Denmark,Cwts,16508,16808,2961,16508,2961,16808,300,5->8,19,2429946,True,False,5.58,5.68,3.83,13,False,False
False,False,5,v,infinity,as_1874,1874,Copper,Unwrought and Part Wrought,Australia,Tons,914173,914473,10274,914173,10274,914473,300,1->4,8,3136140,True,False,88.98,89.01,82.4,7,False,False
False,False,5,q,infinity,as_1874,1874,Corn and Grain,Oatmeal,United States of America,Cwts,5526,5826,5526,4325,5826,4325,300,5->8,3,41177,True,False,0.78,0.74,0.83,3,False,False
False,True,5,q,infinity,as_1874,1874,"HIDES, not Tanned, Tawed, Curried, or in any way Dressed","Varnished, Japanned, or Enamelled",Germany,Lbs,88192,88492,88192,23383,88492,23383,300,1->4,5,352843,True,False,0.27,0.26,0.27,5,False,False
False,True,5,v,infinity,as_1874,1874,"PLATINA, Wrought and Unwrought",,Germany,Oz. Troy,4130,4430,4919,4130,4919,4430,300,1->4,4,55434,True,False,0.84,0.9,0.84,2,False,False
False,True,5,q,infinity,as_1875,1875,COPPER,Ore,Italy,Tons,8192,8492,8192,83956,8492,83956,300,1->4,14,53663,True,False,10.25,9.89,12.55,7,False,False
False,True,5,q,infinity,as_1875,1875,COTTON,Raw,Spain,Cwts,37140,37440,37140,94025,37440,94025,300,1->4,22,13324564,True,False,2.53,2.51,3.37,17,False,False
False,True,5,q,infinity,as_1878,1878,BARK,Peruvian,France,Cwts,1518,1818,1518,22096,1818,22096,300,5->8,11,53886,True,False,14.56,12.15,15.57,8,False,False
False,True,5,v,infinity,as_1878,1878,MANURES,Guano,Peru,Tons,1469105,1469405,127813,1469105,127813,1469405,300,1->4,8,1806573,True,False,11.49,11.5,8.3,6,False,False
False,False,5,q,infinity,as_1879,1879,ANIMALS,Horses,Holland,Number,2175,2475,2175,53450,2475,53450,300,1->4,10,15246,True,False,24.57,21.6,41.8,8,False,False
False,False,5,v,infinity,as_1879,1879,EMBROIDERY and NEEDLEWORK,,France,,15125,15425,0,15125,0,15425,300,1->4,4,48038,True,False,0,0,0,4,False,False
False,False,5,v,infinity,as_1879,1879,OIL,Coco-nut,Madras,Cwts,122160,122460,59479,122160,59479,122460,300,1->4,5,398065,True,False,2.05,2.06,2.0,5,False,False
False,False,5,v,infinity,as_1879,1879,OIL,Olive,Italy,Tuns,763150,763450,16474,763150,16474,763450,300,1->4,7,1179021,True,False,46.32,46.34,43.93,6,False,False
False,True,5,v,infinity,as_1879,1879,SPICES,Unenumerated,Straits Settlements,Lbs,110102,110402,1121179,110102,1121179,110402,300,1->4,9,397776,True,False,0.1,0.1,0.05,6,False,False
False,True,5,v,infinity,as_1880,1880,ANIMALS LIVING,Sheep and Lambs,British North America,,172408,172108,78074,172408,78074,172108,-300,4->1,8,2266136,True,False,2.21,2.2,2.21,5,False,False
False,True,5,v,infinity,as_1880,1880,ANIMALS LIVING,Unenumerated,Germany,,3107,3407,0,3107,0,3407,300,1->4,6,36646,True,False,0,0,0,5,False,False
False,True,5,q,infinity,as_1880,1880,BACON AND HAMS,Hams,United States of America,Cwts,938510,938810,938510,2178264,938810,2178264,300,5->8,4,947566,True,False,2.32,2.32,3.52,3,False,False
False,True,5,q,infinity,as_1880,1880,FEATHERS,Cured or Salted,Norway,Cwts,128125,128425,128125,109661,128425,109661,300,1->4,9,792697,True,False,0.86,0.85,1.79,4,False,False
False,True,5,v,infinity,as_1880,1880,SPICES,Ginger (Raw),British India: Bombay and Scinde,Cwts,45528,45828,23249,45528,23249,45828,300,5->8,6,109545,True,False,1.96,1.97,1.96,4,False,False
False,True,5,q,infinity,as_1881,1881,Iron,"Manufactures of Iron and Steel, Unenumerated",Sweden,Cwts,533183,533483,533183,366648,533483,366648,300,1->4,9,3506926,True,False,0.69,0.69,1.16,8,False,False
False,True,5,q,infinity,as_1882,1882,PAPER,Millboard and Pasteboard,Germany,Cwts,234114,234414,234114,121160,234414,121160,300,1->4,5,602517,True,False,0.52,0.52,0.63,4,False,False
False,True,5,q,infinity,as_1883,1883,WOOL,Goats' Wool or Hair,China,Lbs,242144,242444,242144,12882,242444,12882,300,1->4,9,13364822,True,False,0.05,0.05,0.05,5,False,False
False,True,5,v,infinity,as_1884,1884,"CORDAGE, TWINE, and CABLE YARN",,Russia (Northern Ports),,75514,75814,0,75514,0,75814,300,5->8,14,518678,True,False,0,0,0,9,False,False
False,True,5,v,infinity,as_1885,1885,ANIMALS LIVING,"Rockets, and other Combustibles for purposes of War, Explosives, Percussion Caps, and Ammunition, Unenumerated",France,,11587,11887,0,11587,0,11887,300,5->8,6,162342,True,False,0,0,0,5,False,False
False,True,5,q,infinity,as_1885,1885,BEANS OF ALL SORTS,,Austrian Territories,Lbs,55196,55496,55196,1555,55496,1555,300,1->4,7,1566536,True,False,0.03,0.03,0.05,6,False,False
False,True,5,v,infinity,as_1885,1885,Bark,"Madder, Madder Root, Garancine, and Munjeet",Holland,Cwts,20186,20486,12771,20186,12771,20486,300,1->4,5,36825,True,False,1.58,1.6,1.4,4,False,False
False,True,5,v,infinity,as_1885,1885,PARAFFINE,,Germany,,3154,3454,1487,3154,1487,3454,300,1->4,3,410792,True,False,2.12,2.32,1.78,2,False,False
False,False,5,v,infinity,as_1885,1885,ZINC,Ore of,Germany,Tons,3184,3484,631,3184,631,3484,300,1->4,8,92265,True,False,5.05,5.52,5.05,5,False,False
False,False,5,v,infinity,as_1885,1885,ZINC,Manufactured,Egypt,,2157,2457,0,2157,0,2457,300,1->4,20,5799060,True,False,0,0,0,15,False,False
False,True,5,v,infinity,as_1887,1887,WOOLLEN MANUFACTURES,Unenumerated,Turkey,,174108,174408,0,174108,0,174408,300,1->4,9,2442925,True,False,0,0,0,8,False,False
False,False,5,v,infinity,as_1889,1889,"ANIMALS, LIVING",Unenumerated,British East Indies,,4185,4485,0,4185,0,4485,300,1->4,3,5224,True,False,0,0,0,3,False,False
False,True,5,v,infinity,as_1889,1889,HAIR,Unenumerated,Other Foreign Countries,,2153,2453,0,2153,0,2453,300,1->4,9,347556,True,False,0,0,0,5,False,False
False,True,5,v,infinity,as_1890,1890,"ANIMALS, LIVING","Cannon and Mortars, and parts thereof",Other Foreign Countries,,2187,2487,0,2187,0,2487,300,1->4,5,66741,True,False,0,0,0,4,False,False
False,True,5,v,infinity,as_1891,1891,ANIMALS. LIVING,"Rockets and other Combustibles for purposes of War; Explosives. Percussion Caps, and Ammunition unenumerated",France,,9160,9460,0,9160,0,9460,300,1->4,7,100927,True,False,0,0,0,7,False,False
False,False,5,v,infinity,as_1891,1891,FLAX,Tow or Codilla of,France,Cwt,6164,6464,7246,6164,7246,6464,300,1->4,5,189055,True,False,0.85,0.89,0.85,3,False,False
False,True,5,v,infinity,as_1892,1892,OIL,Unenumerated,British East Indies,,1160,1460,0,1160,0,1460,300,1->4,3,20559,True,False,0,0,0,3,False,False
False,True,5,q,infinity,as_1893,1893,TOBACCO,Red: Total of,Turkey,Gallons,12148,12448,12148,2175,12448,2175,300,1->4,15,9420657,True,False,0.18,0.17,0.2,10,False,False
False,True,5,v,infinity,as_1893,1893,Corn and Grain,Oats,Australasia : Victoria,Cwts,7167,7467,22980,7167,22980,7467,300,1->4,5,299604,True,False,0.31,0.32,0.31,5,False,False
False,False,5,q,infinity,as_1894,1894,Cotton,Rape,France,Quarters,1187,1487,1187,2476,1487,2476,300,1->4,6,220193,True,False,2.09,1.67,1.94,4,False,False
False,True,5,q,infinity,as_1895,1895,CONFECTIONERY,Regulus and Precipitate,Cape of Good Hope,Tons,4197,4497,4197,76200,4497,76200,300,1->4,6,14888,True,False,18.16,16.94,19.75,3,False,False
False,True,5,q,infinity,as_1895,1895,Bark,Unenumerated,Other Foreign Countries,Cwts,2199,2499,2199,2305,2499,2305,300,1->4,13,216582,True,False,1.05,0.92,1.05,8,False,False
False,False,5,v,infinity,as_1895,1895,PAPER,Other Materials,Belgium,Tons,69104,69404,9462,69104,9462,69404,300,1->4,9,166103,True,False,7.3,7.34,7.3,5,False,False
False,True,5,v,infinity,as_1895,1895,WOOD and TIMBER,Staves,France,Loads,4188,4488,882,4188,882,4488,300,1->4,9,589624,True,False,4.75,5.09,4.75,8,False,False
False,True,5,q,infinity,as_1896,1896,"PERFUMERY, and Articles used in the Manufacture thereof (except Perfumed Spirits)",,United States of America,Lbs,157594,157894,157594,15921,157894,15921,300,5->8,7,1090336,True,False,0.1,0.1,0.1,6,False,False
False,False,5,v,infinity,as_1897,1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",,Holland,,9594,9894,0,9594,0,9894,300,5->8,6,537148,True,False,0,0,0,5,False,False
False,False,5,v,infinity,as_1897,1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",Oats,Canada,Cwts,443593,443893,1754750,443593,1754750,443893,300,5->8,3,454050,True,False,0.25,0.25,0.25,2,False,False
False,False,5,q,infinity,as_1897,1893,FLAX,TOW,Belgium,Tons,1550,1850,1550,23380,1850,23380,300,5->8,5,10048,True,False,15.08,12.64,15.08,5,False,False
False,True,5,q,infinity,as_1897,1895,"CARDS, PLAYING",Unmanufactured,Japan,Lbs,2812551,2812851,2812551,48422,2812851,48422,300,5->8,14,72863720,True,False,0.02,0.02,0.03,9,False,False
False,True,5,v,chandra,as_1873,1873,"HIDES, not Tanned, Tawed, Curried, or in any way Dressed",Dry,Germany,,76698,76898,14786,76698,14786,76898,200,6->8,19,2429946,True,False,5.19,5.2,3.83,14,False,False
False,False,5,q,chandra,as_1883,1883,DRUGS,Opium,Malta,Lbs,3300,3500,3300,2600,3500,2600,200,3->5,10,774069,True,True,0.79,0.74,0.7,9,False,False
False,True,5,v,chandra,as_1884,1884,"DYE STUFFS, and Substances used in Tanning",Indigo,Germany,Cwts,3609,3809,146,3609,146,3809,200,6->8,13,2483931,True,False,24.72,26.09,24.02,11,False,False
False,True,5,v,chandra,as_1887,1887,IRON,"Bar, Angle, Bolt and Rod",Russia,Tons,2686,2886,263,2686,263,2886,200,6->8,6,989858,True,False,10.21,10.97,8.1,4,False,False
False,False,5,q,chandra,as_1898,1896,CIDER AND PERRY,,United States of America,Gallons,307616,307816,307616,10342,307816,10342,200,6->8,4,320165,True,False,0.03,0.03,0.07,4,False,False
False,True,5,v,chandra,as_1898,1894,FISH (including Turtle),"Plums, Raw",France,,170626,170826,306869,170626,306869,170826,200,6->8,6,301879,True,False,0.56,0.56,0.3,5,False,False
False,False,5,v,infinity,as_1880,1880,BACON AND HAMS,Bacon,United States of America,Cwts,7471399,7471599,3976537,7471399,3976537,7471599,200,3->5,5,8781151,True,True,1.88,1.88,2.24,5,False,False
False,True,5,v,infinity,as_1883,1883,DRUGS,Opium,Egypt,Lbs,1323,1523,2419,1323,2419,1523,200,3->5,10,563410,True,True,0.55,0.63,0.7,10,False,False
False,True,5,v,infinity,as_1883,1883,IRON,Old broken Iron and Steel,British West India Islands,Tons,322,522,165,322,165,522,200,3->5,18,39933,True,True,1.95,3.16,3.83,16,False,False
False,True,5,v,infinity,as_1884,1884,Corn and Grain,Maize or Indian Corn,Russia,,1053686,1053886,3542634,1053686,3542634,1053886,200,6->8,10,7297823,True,False,0.3,0.3,0.29,10,False,False
False,True,5,v,infinity,as_1884,1884,"PLANTS, SHRUBS, TREES, and FLOWER ROOTS",,United States of Colombia,,11631,11831,0,11631,0,11831,200,6->8,14,211906,True,False,0,0,0,13,False,False
False,True,5,q,infinity,as_1885,1885,GUM,"Manufactures, Unenumerated",Sweden,Cwts,372651,372851,372651,317418,372851,317418,200,6->8,10,3466983,True,False,0.85,0.85,1.58,9,False,False
False,True,5,v,infinity,as_1891,1891,VINEGAR,,France,,2644,2844,32494,2644,32494,2844,200,6->8,4,10894,True,False,0.08,0.09,0.08,4,False,False
False,True,5,v,infinity,as_1892,1892,LEATHER MANUFACTURES,Boots and Shoes,Canada,Dozen pairs,396,596,296,396,296,596,200,3->5,3,772,True,True,1.34,2.01,1.73,2,False,False
False,True,5,q,infinity,as_1897,1895,WOOLLEN YARN,Cloths,United States of America : On the Atlantic,,4520,4320,4520,320,4320,320,-200,5->3,6,4149636,True,True,0.07,0.07,0.17,5,False,False
False,True,5,q,chandra,as_1874,1874,Cotton,,Turkey,Tons,1576,1676,1576,10588,1676,10588,100,5->6,5,190591,True,False,6.72,6.32,6.78,4,False,False
False,True,5,v,chandra,as_1876,1876,ISINGLASS,,Straits Settlements,Cwts,18685,18585,1024,18685,1024,18585,-100,6->5,6,84629,True,False,18.25,18.15,18.25,5,False,False
False,True,5,v,chandra,as_1877,1877,EMBROIDERY and NEEDLEWORK,,Madeira,,20645,20545,0,20645,0,20545,-100,6->5,5,84609,True,False,0,0,0,3,False,False
False,False,5,q,chandra,as_1877,1877,WOOD and TIMBER,Other Kinds and Wool Flocks,France,Lbs,209373,209273,209373,8529,209273,8529,-100,3->2,4,748919,True,False,0.04,0.04,0.04,4,False,False
False,True,5,q,chandra,as_1882,1882,Cows,Swine,Germany,Number,2677,2577,2677,10396,2577,10396,-100,6->5,3,15670,True,False,3.88,4.03,3.77,3,False,False
False,True,5,q,chandra,as_1882,1882,Corn and Grain,Barley,United States of America,Cwts,47678,47578,47678,25136,47578,25136,-100,6->5,13,15540112,True,False,0.53,0.53,0.43,12,False,False
False,True,5,v,chandra,as_1882,1882,"HEMP, Dressed or Undressed","Unenumerated Vegetable Substances, applicable to the same uses as Hemp or Flax",United States of America,Cwts,7950,7850,5159,7950,5159,7850,-100,9->8,7,88305,True,True,1.54,1.52,1.48,6,False,False
False,False,5,q,chandra,as_1882,1882,MANURES,Guano,Peru,Tons,26377,26277,26377,231078,26277,231078,-100,3->2,7,44952,True,False,8.76,8.79,8.75,6,False,False
False,True,5,q,chandra,as_1884,1884,CHEESE,,Germany,Cwts,938,838,938,2316,838,2316,-100,9->8,11,1927139,True,True,2.47,2.76,2.7,11,False,False
False,True,5,v,chandra,as_1886,1886,IRON,Unenumerated,Hong Kong,Cwts,658,558,824,658,824,558,-100,6->5,7,10220,True,False,0.8,0.68,1.1,7,False,False
False,True,5,v,chandra,as_1890,1890,"FARINACEOUS SUBSTANCES, and Manufactures thereof, unenumerated",,Italy,,44640,44540,0,44640,0,44540,-100,6->5,8,764063,True,False,0,0,0,6,False,False
False,False,5,v,chandra,as_1894,1894,"MEAT, Unenumerated",Other Sorts,Australasia : New Zealand,Cwts,25539,25639,12701,25539,12701,25639,100,5->6,7,94044,True,False,2.01,2.02,1.91,6,False,False
False,True,5,q,chandra,as_1897,1894,SLATES,Dutch Possessions in Indian Seas,"Turkey, European",Lbs,427213,427313,427213,59322,427313,59322,100,2->3,10,1291811,True,False,0.14,0.14,0.15,8,False,False
False,True,5,q,chandra,as_1897,1897,"CARDS, PLAYING",,Belgium,Dozen Packs,108267,108367,108267,1127,108367,1127,100,2->3,4,150130,True,False,0.01,0.01,0.02,4,False,False
False,True,5,q,chandra,as_1897,1895,SPIRITS,"Rum, Imitation",Germany,Proof Gallons,27204,27304,27204,1450,27304,1450,100,2->3,3,27918,True,False,0.05,0.05,0.22,2,False,False
False,True,5,q,chandra,as_1898,1896,FISH (including Turtle),"Cherries, Raw",Holland,Bushels,65274,65374,65274,23715,65374,23715,100,2->3,4,219367,True,False,0.36,0.36,0.37,4,False,False
False,True,5,q,chandra,as_1898,1896,LATES,Dutch Possessions in Indian Seas,Germany,Lbs,3672,3572,3672,8637,3572,8637,-100,6->5,7,73793,True,False,2.35,2.42,2.35,5,False,False
False,True,5,v,infinity,as_1875,1875,BACON and HAMS,Bacon,Denmark,Cwts,60268,60368,20372,60268,20372,60368,100,2->3,5,6314362,True,False,2.96,2.96,2.53,5,False,False
False,True,5,q,infinity,as_1876,1876,BEADS,Of Glass,Italy,Lbs,767604,767504,767604,46037,767504,46037,-100,6->5,4,1326226,True,False,0.06,0.06,0.06,4,False,False
False,True,5,v,infinity,as_1876,1876,METAL,"Unenumerated, Unwrought",France,Tons,14623,14523,704,14623,704,14523,-100,6->5,6,82215,True,False,20.77,20.63,57.37,6,False,False
False,True,5,v,infinity,as_1876,1876,"PLANTS, SHRUBS, TREES, and FLOWER ROOTS",,Holland,,61606,61506,0,61606,0,61506,-100,6->5,4,126755,True,False,0,0,0,4,False,False
False,True,5,v,infinity,as_1877,1877,"DRUGS, Unenumerated",,United States of America,,33691,33591,0,33691,0,33591,-100,6->5,17,481501,True,False,0,0,0,15,False,False
False,True,5,v,infinity,as_1877,1877,SEEDS,Clover and Grass,France,Cwts,242673,242573,152650,242673,152650,242573,-100,6->5,6,923449,True,False,1.59,1.59,3.18,5,False,False
False,True,5,q,infinity,as_1877,1877,SILK,Raw,France,Lbs,566622,566522,566622,602004,566522,602004,-100,6->5,10,4441891,True,False,1.06,1.06,1.03,8,False,False
False,True,5,v,infinity,as_1878,1878,BARK,For Tanners' or Dyers' Use,Algeria,Cwts,15981,15881,37336,15981,37336,15881,-100,9->8,7,263110,True,True,0.43,0.43,0.34,6,False,False
False,True,5,v,infinity,as_1878,1878,COTTON MANUFACTURES,Hosiery of all sorts,France,,4610,4510,0,4610,0,4510,-100,6->5,4,306498,True,False,0,0,0,4,False,False
False,True,5,v,infinity,as_1881,1881,CORK,Manufactured,Other Countries,Lbs,4988,4888,59422,4988,59422,4888,-100,9->8,4,410536,True,True,0.08,0.08,0.07,4,False,False
False,True,5,q,infinity,as_1882,1882,CAOUTCHOUC,Manufactures of,United States of America,Lbs,94617,94517,94617,11227,94517,11227,-100,6->5,6,1447739,True,False,0.12,0.12,0.12,5,False,False
False,True,5,q,infinity,as_1882,1882,CHEESE,,United States of America,Cwts,969602,969502,969602,2711259,969502,2711259,-100,6->5,5,1694623,True,False,2.8,2.8,2.8,3,False,False
False,True,5,v,infinity,as_1882,1882,DRUGS,"Bark, Peruvian",Germany,Cwts,10699,10599,966,10699,966,10599,-100,6->5,13,1790220,True,False,11.08,10.97,12.5,13,False,False
False,True,5,v,infinity,as_1882,1882,Bark,Extracts,Holland,,74696,74596,0,74696,0,74596,-100,6->5,7,371417,True,False,0,0,0,6,False,False
False,True,5,q,infinity,as_1883,1883,WOOD AND TIMBER,"Hewn, Fir : Teak",British India: Bengal and Burmah,Loads,41638,41538,41638,587830,41538,587830,-100,6->5,5,45539,True,False,14.12,14.15,14.13,3,False,False
False,False,5,v,infinity,as_1885,1885,ANIMALS LIVING,"Shot, large and small",Other Foreign Countries,Cwts,1620,1520,1884,1620,1884,1520,-100,6->5,3,4978,True,False,0.86,0.81,2.0,3,False,False
False,True,5,v,infinity,as_1885,1885,SUGAR,Molasses,United States of America,Cwts,100625,100525,300163,100625,300163,100525,-100,6->5,4,105324,True,False,0.34,0.33,0.35,3,False,False
False,True,5,q,infinity,as_1886,1886,ANIMALS LIVING,Sheep and Lambs,United States of America,No,5651,5551,5651,10702,5551,10702,-100,6->5,9,944593,True,False,1.89,1.93,1.89,7,False,False
False,True,5,q,infinity,as_1886,1886,DRUGS,Bark Peruvian,Peru,Cwts,1637,1537,1637,12848,1537,12848,-100,6->5,9,19767,True,False,7.85,8.36,6.86,9,False,False
False,True,5,v,infinity,as_1886,1886,"LEATHER, Undressed",Boots and Shoes,British North America,Dozen Pairs,682,582,255,682,255,582,-100,6->5,3,1196,True,False,2.67,2.28,2.67,2,False,False
False,True,5,q,infinity,as_1888,1888,"ANIMALS, LIVING",Sheep and Lambs,Germany,No,299689,299589,299689,536851,299589,536851,-100,6->5,8,910871,True,False,1.79,1.79,1.71,6,False,False
False,True,5,v,infinity,as_1890,1890,"SKINS, FURS, AND PELTS","Goat, Undressed",United States of America,,9631,9531,117719,9631,117719,9531,-100,6->5,19,387329,True,False,0.08,0.08,0.1,18,False,False
False,True,5,q,infinity,as_1893,1893,WOOD and TIMBER,Staves,Austrian Territories,Loads,639,539,639,4689,539,4689,-100,6->5,9,131144,True,False,7.34,8.7,5.1,8,False,False
False,True,5,v,infinity,as_1894,1894,Bark,Extracts,Italy,,1652,1552,0,1652,0,1552,-100,6->5,10,391879,True,False,0,0,0,9,False,False
False,True,5,q,infinity,as_1894,1894,IRON and STEEL,"Iron and Steel, Unwrought",Germany,Tons,643,543,643,6175,543,6175,-100,6->5,8,8573,True,False,9.6,11.37,8.6,4,False,False
False,True,5,v,infinity,as_1894,1894,PAINTERS' COLOURS AND PIGMENTS,,France,,58628,58528,0,58628,0,58528,-100,6->5,11,902614,True,False,0,0,0,11,False,False
False,True,5,q,infinity,as_1898,1896,BEEF,Salted,Argentine Republic,Cwts,280,380,280,403,380,403,100,2->3,4,241487,True,False,1.44,1.06,1.44,4,False,False
False,True,5,q,infinity,as_1898,1897,LEATHER,Phosphate of Lime and Rock,Dutch West India Islands,,5623,5523,5623,12334,5523,12334,-100,6->5,10,322606,True,False,2.19,2.23,1.53,9,False,False
False,True,5,v,infinity,as_1898,1896,METAL,"Leaf, not Gold",Belgium,Packets,677,577,8220,677,8220,577,-100,6->5,4,16845,True,False,0.08,0.07,0.1,3,False,False
False,True,5,q,infinity,as_1898,1894,SUGAR,"Unrefined, Total",Russia,Cwts,309908,309808,309908,164840,309808,164840,-100,9->8,21,11020581,True,True,0.53,0.53,0.65,21,False,False
False,True,5,q,chandra,as_1893,1893,ZINC,ARTICLES Imported by PARCEL POST,British East Indies : Ceylon,Number of Packets,3992,3902,3992,10225,3902,10225,-90,9->0,14,216300,True,False,2.56,2.62,1.73,4,False,False
False,False,5,q,chandra,as_1898,1896,WOOL,Other Goats' Wool or Hair,Belgium,,150100,150190,150100,2363,150190,2363,90,0->9,5,822805,True,False,0.02,0.02,0.02,3,False,False
False,False,5,v,chandra,as_1899,1896,HATS OR BONNETS,Of Straw,Germany,,207,297,2356,207,2356,297,90,0->9,8,186858,True,False,0.09,0.13,0.1,4,False,False
False,False,5,q,infinity,as_1877,1877,PORK,Salted (not Hams),Germany,Cwts,22309,22399,22309,39346,22399,39346,90,0->9,5,294980,True,False,1.76,1.76,1.97,2,False,False
False,False,5,v,infinity,as_1890,1890,"FARINACEOUS SUBSTANCES, and MANUFACTURES thereof, unenumerated",,France,,68500,68590,0,68500,0,68590,90,0->9,8,764063,True,False,0,0,0,2,False,False
False,False,5,v,infinity,as_1897,1896,"CHINA, OR PORCELAIN, AND EARTHENWARE","Hosiery, of all Sorts",Germany,,144701,144791,0,144701,0,144791,90,0->9,5,350313,True,False,0,0,0,2,False,False
False,False,5,v,infinity,as_1898,1895,"CHINA, OR PORCELAIN, AND EARTHENWARE",,Germany,Cwts,34605,34695,0,34605,0,34695,90,0->9,6,474450,True,False,0,0,0,5,False,False
False,False,5,q,infinity,as_1898,1896,FLAX,"Manufactures, unenumerated",Belgium,Cwts,261202,261292,261202,492139,261292,492139,90,0->9,10,837186,True,False,1.88,1.88,1.88,2,False,False
False,False,5,v,infinity,as_1898,1895,FLAX,Leaves of,Holland,Number,905,995,484500,905,484500,995,90,0->9,5,138853,True,False,0.0,0.0,0.0,2,False,False
