measure,fiscal_year,country,value,n_attest,n_agree,sources
exports,1882,great britain,45274461,6,6,1882;1883;1884;1885;1887;1889
exports,1882,holland,365198,6,5,1882;1883;1884;1885;1887;1889
exports,1882,italy,163755,6,5,1882;1883;1884;1885;1887;1889
exports,1882,navfoundland,1974923,1,1,1882
exports,1882,newfoundland,1974923,5,5,1883;1884;1885;1887;1889
exports,1882,other countries,655267,6,5,1882;1883;1884;1885;1887;1889
exports,1882,other west india islands,73118,1,1,1882
exports,1882,portugal,149744,6,6,1882;1883;1884;1885;1887;1889
exports,1882,south africa,85364,1,1,1882
exports,1882,south america,941162,6,6,1882;1883;1884;1885;1887;1889
exports,1882,spain,108082,6,6,1882;1883;1884;1885;1887;1889
exports,1882,spanish west indies,1078273,1,1,1882
exports,1882,total,102137203,5,5,1883;1884;1885;1887;1889
exports,1882,totals,102137203,1,1,1882
exports,1882,united states,47940711,6,6,1882;1883;1884;1885;1887;1889
exports,1882,west indies,2995572,5,5,1883;1884;1885;1887;1889
exports,1883,australia,375065,5,5,1883;1884;1885;1887;1889
exports,1883,belgium,195705,5,5,1883;1884;1885;1887;1889
exports,1883,china and japan,105388,5,5,1883;1884;1885;1887;1889
exports,1883,france,617730,5,5,1883;1884;1885;1887;1889
exports,1883,germany,133697,5,5,1883;1884;1885;1887;1889
exports,1883,great britain,47145217,5,5,1883;1884;1885;1887;1889
exports,1883,holland,27599,5,4,1883;1884;1885;1887;1889
exports,1883,italy,218113,5,5,1883;1884;1885;1887;1889
exports,1883,newfoundland,2187338,5,5,1883;1884;1885;1887;1889
exports,1883,other countries,451473,5,5,1883;1884;1885;1887;1889
exports,1883,portugal,179843,5,5,1883;1884;1885;1887;1889
exports,1883,south america,1489957,5,5,1883;1884;1885;1887;1889
exports,1883,spain,164925,5,4,1883;1884;1885;1887;1889
exports,1883,total,98085804,5,5,1883;1884;1885;1887;1889
exports,1883,united states,41668723,5,4,1883;1884;1885;1887;1889
exports,1883,west indies,3125031,5,5,1883;1884;1885;1887;1889
exports,1884,australia,502181,4,4,1884;1885;1887;1889
exports,1884,belgium,287378,4,4,1884;1885;1887;1889
exports,1884,china and japan,60979,4,4,1884;1885;1887;1889
exports,1884,france,390955,4,4,1884;1885;1887;1889
exports,1884,germany,195575,4,4,1884;1885;1887;1889
exports,1884,great britain,43736227,4,4,1884;1885;1887;1889
exports,1884,holland,15500,4,4,1884;1885;1887;1889
exports,1884,italy,247151,4,4,1884;1885;1887;1889
exports,1884,newfoundland,1920450,4,4,1884;1885;1887;1889
exports,1884,other countries,496264,4,4,1884;1885;1887;1889
exports,1884,portugal,172252,4,4,1884;1885;1887;1889
exports,1884,south america,1277383,4,3,1884;1885;1887;1889
exports,1884,spain,144092,4,4,1884;1885;1887;1889
exports,1884,total,91406496,4,4,1884;1885;1887;1889
exports,1884,united states,38840540,4,4,1884;1885;1887;1889
exports,1884,west indies,3119569,4,4,1884;1885;1887;1889
exports,1885,australia,415887,3,3,1885;1887;1889
exports,1885,belgium,72385,3,3,1885;1887;1889
exports,1885,china and japan,29918,3,3,1885;1887;1889
exports,1885,france,303309,3,3,1885;1887;1889
exports,1885,germany,264075,3,3,1885;1887;1889
exports,1885,great britain,41877705,3,3,1885;1887;1889
exports,1885,holland,24094,3,3,1885;1887;1889
exports,1885,italy,147550,3,3,1885;1887;1889
exports,1885,newfoundland,1670968,3,3,1885;1887;1889
exports,1885,other countries,383822,3,3,1885;1887;1889
exports,1885,portugal,166730,3,3,1885;1887;1889
exports,1885,south america,1461206,3,3,1885;1887;1889
exports,1885,spain,132695,3,3,1885;1887;1889
exports,1885,total,89238361,3,3,1885;1887;1889
exports,1885,united states,39752734,3,3,1885;1887;1889
exports,1885,west indies,2535283,3,3,1885;1887;1889
exports,1886,australia,259960,2,2,1887;1889
exports,1886,belgium,6565,2,2,1887;1889
exports,1886,china and japan,63118,2,2,1887;1889
exports,1886,france,534363,2,2,1887;1889
exports,1886,germany,253298,2,2,1887;1889
exports,1886,great britain,41542629,2,2,1887;1889
exports,1886,holland,7587,2,2,1887;1889
exports,1886,italy,108601,2,2,1887;1889
exports,1886,newfoundland,1754980,2,2,1887;1889
exports,1886,other countries,711315,2,2,1887;1889
exports,1886,portugal,245450,2,2,1887;1889
exports,1886,south america,1010034,2,2,1887;1889
exports,1886,spain,53075,2,2,1887;1889
exports,1886,total,85251314,2,2,1887;1889
exports,1886,united states,36578769,2,2,1887;1889
exports,1886,west indies,2121570,2,2,1887;1889
exports,1887,australia,269471,2,2,1887;1889
exports,1887,belgium,223729,2,2,1887;1889
exports,1887,china and japan,69196,2,2,1887;1889
exports,1887,france,341531,2,2,1887;1889
exports,1887,germany,437536,2,2,1887;1889
exports,1887,great britain,44571846,2,2,1887;1889
exports,1887,holland,14859,2,2,1887;1889
exports,1887,italy,125681,2,2,1887;1889
exports,1887,newfoundland,1718604,2,2,1887;1889
exports,1887,other countries,362540,2,2,1887;1889
exports,1887,portugal,146528,2,2,1887;1889
exports,1887,south america,1426660,2,2,1887;1889
exports,1887,spain,72020,2,1,1887;1889
exports,1887,total,89515811,2,2,1887;1889
exports,1887,united states,37660199,2,2,1887;1889
exports,1887,west indies,2075411,2,2,1887;1889
exports,1888,australia,446019,1,1,1889
exports,1888,belgium,17057,1,1,1889
exports,1888,china and japan,132448,1,1,1889
exports,1888,france,397773,1,1,1889
exports,1888,germany,198543,1,1,1889
exports,1888,great britain,40084984,1,1,1889
exports,1888,holland,378,1,1,1889
exports,1888,italy,55090,1,1,1889
exports,1888,newfoundland,1523827,1,1,1889
exports,1888,other countries,454555,1,1,1889
exports,1888,portugal,155821,1,1,1889
exports,1888,south america,1510637,1,1,1889
exports,1888,spain,52317,1,1,1889
exports,1888,total,90203000,1,1,1889
exports,1888,united states,42572065,1,1,1889
exports,1888,west indies,2601486,1,1,1889
exports,1889,australia,661208,1,1,1889
exports,1889,belgium,64756,1,1,1889
exports,1889,china and japan,84174,1,1,1889
exports,1889,france,334210,1,1,1889
exports,1889,germany,143603,1,1,1889
exports,1889,great britain,38105126,1,1,1889
exports,1889,holland,1222,1,1,1889
exports,1889,italy,60062,1,1,1889
exports,1889,newfoundland,1303335,1,1,1889
exports,1889,other countries,481051,1,1,1889
exports,1889,portugal,166021,1,1,1889
exports,1889,south america,1488999,1,1,1889
exports,1889,spain,13526,1,1,1889
exports,1889,total,89189167,1,1,1889
exports,1889,united states,43522404,1,1,1889
exports,1889,west indies,2759455,1,1,1889
