year,commodity,country_raw,country_norm,to_location,quantity,unit,value,currency,series,note,is_world,world_rank,value_is_zero,sheet,src_row
1836,Tallow,Prussia,prussia,United Kingdom,2049.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99519
1836,Tallow,Norway,norway,United Kingdom,44.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99520
1836,Tallow,Turkey,turkey,United Kingdom,6938.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99521
1836,Tallow,Germany,germany,United Kingdom,4956.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99522
1836,Tallow,Madagascar,madagascar,United Kingdom,83.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99523
1836,Tallow,Cape of Good Hope,cape of good hope,United Kingdom,4042.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99524
1836,Tallow,Siam,siam,United Kingdom,41.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99525
1836,Tallow,States of the Reo de la Plata,states of the reo de la plata,United Kingdom,8386.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99526
1836,Tallow,East India Company Territories and Ceylon,east india company territories and ceylon,United Kingdom,518.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99527
1836,Tallow,Arabia,arabia,United Kingdom,54.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99528
1836,Tallow,New Zealand and South Sea Islands,new zealand and south sea islands,United Kingdom,44.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99529
1837,Tallow,Brazil,brazil,United Kingdom,10.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99530
1837,Tallow,Denmark,denmark,United Kingdom,220.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99531
1837,Tallow,Italy,italy,United Kingdom,1571.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99532
1837,Tallow,World,world,United Kingdom,1314649.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,1,1,1,Tallow (raw),99533
1837,Tallow,British North America,british north america,United Kingdom,94.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99534
1837,Tallow,Belgium,belgium,United Kingdom,30.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99535
1837,Tallow,Russia,russia,United Kingdom,1276824.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99536
1837,Tallow,Prussia,prussia,United Kingdom,8.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99537
1837,Tallow,Norway,norway,United Kingdom,39.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99538
1837,Tallow,Turkey,turkey,United Kingdom,13222.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99539
1837,Tallow,Germany,germany,United Kingdom,678.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99540
1837,Tallow,Madagascar,madagascar,United Kingdom,136.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99541
1837,Tallow,Cape of Good Hope,cape of good hope,United Kingdom,3721.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99542
1837,Tallow,Gibraltar,gibraltar,United Kingdom,73.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99543
1837,Tallow,States of the Reo de la Plata,states of the reo de la plata,United Kingdom,16808.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99544
1837,Tallow,East India Company Territories and Ceylon,east india company territories and ceylon,United Kingdom,1215.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99545
1838,Tallow,Denmark,denmark,United Kingdom,2947.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99546
1838,Tallow,France,france,United Kingdom,11383.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99547
1838,Tallow,Holland,holland,United Kingdom,430.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99548
1838,Tallow,Italy,italy,United Kingdom,10012.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99549
1838,Tallow,World,world,United Kingdom,1122449.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,1,1,1,Tallow (raw),99550
1838,Tallow,British North America,british north america,United Kingdom,501.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99551
1838,Tallow,Belgium,belgium,United Kingdom,1485.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99552
1838,Tallow,Russia,russia,United Kingdom,1038762.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99553
1838,Tallow,Prussia,prussia,United Kingdom,2.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99554
1838,Tallow,United States of America,united states of america,United Kingdom,827.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99555
1838,Tallow,Turkey,turkey,United Kingdom,7016.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99556
1838,Tallow,Germany,germany,United Kingdom,5436.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99557
1838,Tallow,Portugal,portugal,United Kingdom,462.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99558
1838,Tallow,Channel Islands,channel islands,United Kingdom,221.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99559
1838,Tallow,Cape of Good Hope,cape of good hope,United Kingdom,873.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99560
1838,Tallow,Gibraltar,gibraltar,United Kingdom,81.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99561
1838,Tallow,States of the Reo de la Plata,states of the reo de la plata,United Kingdom,41150.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99562
1838,Tallow,East India Company Territories and Ceylon,east india company territories and ceylon,United Kingdom,557.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99563
1838,Tallow,Sumatra Java and other Islands in the Indian Seas,sumatra java and other islands in the indian seas,United Kingdom,302.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99564
1839,Tallow,Denmark,denmark,United Kingdom,187.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99565
1839,Tallow,France,france,United Kingdom,15115.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99566
1839,Tallow,Italy,italy,United Kingdom,27050.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99567
1839,Tallow,Sweden,sweden,United Kingdom,1934.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99568
1839,Tallow,World,world,United Kingdom,1330528.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,1,1,1,Tallow (raw),99569
1839,Tallow,British North America,british north america,United Kingdom,451.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99570
1839,Tallow,Russia,russia,United Kingdom,1215161.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99571
1839,Tallow,United States of America,united states of america,United Kingdom,896.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99572
1839,Tallow,Turkey,turkey,United Kingdom,5522.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99573
1839,Tallow,Germany,germany,United Kingdom,2124.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99574
1839,Tallow,Portugal,portugal,United Kingdom,2287.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99575
1839,Tallow,Cape of Good Hope,cape of good hope,United Kingdom,17.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99576
1839,Tallow,Gibraltar,gibraltar,United Kingdom,257.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99577
1839,Tallow,Malta,malta,United Kingdom,19.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99578
1839,Tallow,States of the Reo de la Plata,states of the reo de la plata,United Kingdom,55024.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99579
1839,Tallow,East India Company Territories and Ceylon,east india company territories and ceylon,United Kingdom,663.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99580
1839,Tallow,Sumatra Java and other Islands in the Indian Seas,sumatra java and other islands in the indian seas,United Kingdom,61.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99581
1839,Tallow,Ionian Islands,ionian islands,United Kingdom,87.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99582
1839,Tallow,Tripoli Tunis Algiers Morocco,tripoli tunis algiers morocco,United Kingdom,3474.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99583
1839,Tallow,South Sea Islands,south sea islands,United Kingdom,20.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99584
1839,Tallow,Spain and Balearic Islands,spain and balearic islands,United Kingdom,179.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99585
1844,Tallow,Brazil,brazil,United Kingdom,4409.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99587
1844,Tallow,Russia Northern Ports,russia northern ports,United Kingdom,713069.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99588
1844,Tallow,Russia Southern Ports,russia southern ports,United Kingdom,152312.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99589
1844,Tallow,Sweden,sweden,United Kingdom,1667.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99590
1844,Tallow,World,world,United Kingdom,1079667.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,1,1,1,Tallow (raw),99591
1844,Tallow,Australia,australia,United Kingdom,37415.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99592
1844,Tallow,British Possessions in South Africa ,british possessions in south africa,United Kingdom,1620.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99593
1844,Tallow,Other Parts,other parts,United Kingdom,3711.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99594
1844,Tallow,United States of America,united states of america,United Kingdom,52799.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99595
1844,Tallow,Italy Naples and Sicily,italy naples and sicily,United Kingdom,2510.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99596
1844,Tallow,Italy Tuscany,italy tuscany,United Kingdom,2783.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99597
1844,Tallow,States of the Reo de la Plata,states of the reo de la plata,United Kingdom,100617.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99598
1844,Tallow,British Territories in India,british territories in india,United Kingdom,3755.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99599
1844,Tallow,Turkish Dominions exclusive of Wallachia Moldavia Syria Palestine and Egypt,turkish dominions exclusive of wallachia moldavia syria palestine and egypt,United Kingdom,3000.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99600
1851,Tallow,Argentine Republic,argentine republic,United Kingdom,135856.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99607
1851,Tallow,Brazil,brazil,United Kingdom,5247.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99608
1851,Tallow,France,france,United Kingdom,20427.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99609
1851,Tallow,Holland,holland,United Kingdom,1001.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99610
1851,Tallow,Russia Northern Ports,russia northern ports,United Kingdom,775280.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99611
1851,Tallow,Russia Southern Ports,russia southern ports,United Kingdom,35169.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99612
1851,Tallow,Sweden,sweden,United Kingdom,10059.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99613
1851,Tallow,World,world,United Kingdom,1221066.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,1,1,1,Tallow (raw),99614
1851,Tallow,Australia,australia,United Kingdom,174472.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99615
1851,Tallow,Uruguay,uruguay,United Kingdom,8664.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99616
1851,Tallow,British Possessions in South Africa ,british possessions in south africa,United Kingdom,3.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99617
1851,Tallow,Other Parts,other parts,United Kingdom,3848.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99618
1851,Tallow,United States of America,united states of america,United Kingdom,39082.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99619
1851,Tallow,Italy Naples and Sicily,italy naples and sicily,United Kingdom,2602.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99620
1851,Tallow,Italy Tuscany,italy tuscany,United Kingdom,789.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99621
1851,Tallow,Wallachia and Moldavia,wallachia and moldavia,United Kingdom,2847.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99622
1851,Tallow,British Territories in India,british territories in india,United Kingdom,5720.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Other,,0,,,Tallow (raw),99623
1853,Tallow,Russia Northern Ports,russia northern ports,United Kingdom,824854.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99634
1853,Tallow,Russia Southern Ports,russia southern ports,United Kingdom,21048.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Annual Statement of Trade,"Exclusive in 1854, 1855 and 1856 of the Ports of the Crimea in the temporary Occupation of the ALlied Forces.",0,,,Tallow (raw),99635
1853,Tallow,United States,united states,United Kingdom,24542.0,CWTS (Hundredweights),1839.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99636
1853,Tallow,World,world,United Kingdom,1175754.0,CWTS (Hundredweights),89744.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),99637
1853,Tallow,Australia,australia,United Kingdom,125186.0,CWTS (Hundredweights),614.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99638
1853,Tallow,Uruguay,uruguay,United Kingdom,40143.0,CWTS (Hundredweights),2980.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99639
1853,Tallow,Russia,russia,United Kingdom,845902.0,CWTS (Hundredweights),74233.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99640
1853,Tallow,Buenos Ayres,buenos ayres,United Kingdom,122300.0,CWTS (Hundredweights),9119.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99641
1853,Tallow,Other Countries,other countries,United Kingdom,17681.0,CWTS (Hundredweights),959.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99642
1854,Tallow,Russia Northern Ports,russia northern ports,United Kingdom,57648.0,CWTS (Hundredweights),181589.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99647
1854,Tallow,Russia Southern Ports,russia southern ports,United Kingdom,32207.0,CWTS (Hundredweights),101454.0,British Pound,HCPP_Annual Statement of Trade,"Exclusive in 1854, 1855 and 1856 of the Ports of the Crimea in the temporary Occupation of the ALlied Forces.",0,,,Tallow (raw),99648
1855,Tallow,Russia Northern Ports,russia northern ports,United Kingdom,66.0,CWTS (Hundredweights),187.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99657
1855,Tallow,Russia Southern Ports,russia southern ports,United Kingdom,47148.0,CWTS (Hundredweights),134372.0,British Pound,HCPP_Annual Statement of Trade,"Exclusive in 1854, 1855 and 1856 of the Ports of the Crimea in the temporary Occupation of the ALlied Forces.",0,,,Tallow (raw),99658
1855,Tallow,United States,united states,United Kingdom,20401.0,CWTS (Hundredweights),53042.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99659
1855,Tallow,World,world,United Kingdom,952322.0,CWTS (Hundredweights),2647173.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),99660
1855,Tallow,Australia,australia,United Kingdom,52181.0,CWTS (Hundredweights),139015.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99661
1855,Tallow,Australia,australia,United Kingdom,52481.0,CWTS (Hundredweights),139075.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99662
1855,Tallow,Uruguay,uruguay,United Kingdom,21787.0,CWTS (Hundredweights),56616.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99663
1855,Tallow,Uruguay,uruguay,United Kingdom,21787.0,CWTS (Hundredweights),56646.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99664
1855,Tallow,Russia,russia,United Kingdom,47214.0,CWTS (Hundredweights),131559.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99665
1855,Tallow,Russia,russia,United Kingdom,47214.0,CWTS (Hundredweights),134559.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99666
1855,Tallow,British Possessions in South Africa ,british possessions in south africa,United Kingdom,2798.0,CWTS (Hundredweights),7764.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99667
1855,Tallow,Other Parts,other parts,United Kingdom,15371.0,CWTS (Hundredweights),40616.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99668
1855,Tallow,Other Parts,other parts,United Kingdom,15381.0,CWTS (Hundredweights),40616.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99669
1855,Tallow,Prussia,prussia,United Kingdom,644695.0,CWTS (Hundredweights),1837381.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99670
1855,Tallow,Turkey Proper,turkey proper,United Kingdom,17239.0,CWTS (Hundredweights),37926.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99671
1855,Tallow,British East Indies,british east indies,United Kingdom,11460.0,CWTS (Hundredweights),28650.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99672
1855,Tallow,Buenos Ayres,buenos ayres,United Kingdom,93352.0,CWTS (Hundredweights),212715.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99673
1855,Tallow,Buenos Ayres,buenos ayres,United Kingdom,93352.0,CWTS (Hundredweights),242715.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99674
1855,Tallow,Hanse Towns,hanse towns,United Kingdom,19453.0,CWTS (Hundredweights),55442.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99675
